id,name,genus,type_1,type_2,color,generation,pokedex_entry
443,gible,Land Shark Pokémon,dragon,ground,blue,generation-iv,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,gabite,Cave Pokémon,dragon,ground,blue,generation-iv,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.
445,garchomp,Mach Pokémon,dragon,ground,blue,generation-iv,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
446,munchlax,Big Eater Pokémon,normal,,black,generation-iv,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing."
447,riolu,Emanation Pokémon,fighting,,blue,generation-iv,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,lucario,Aura Pokémon,fighting,steel,blue,generation-iv,It has the ability to sense the auras of all things. It understands human speech.
449,hippopotas,Hippo Pokémon,ground,,brown,generation-iv,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
450,hippowdon,Heavyweight Pokémon,ground,,brown,generation-iv,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,skorupi,Scorpion Pokémon,poison,bug,purple,generation-iv,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
452,drapion,Ogre Scorpion Pokémon,poison,dark,purple,generation-iv,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,croagunk,Toxic Mouth Pokémon,poison,fighting,blue,generation-iv,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.
454,toxicroak,Toxic Mouth Pokémon,poison,fighting,blue,generation-iv,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,carnivine,Bug Catcher Pokémon,grass,,green,generation-iv,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
456,finneon,Wing Fish Pokémon,water,,blue,generation-iv,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,lumineon,Neon Pokémon,water,,blue,generation-iv,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.
458,mantyke,Kite Pokémon,water,flying,blue,generation-iv,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
459,snover,Frost Tree Pokémon,grass,ice,white,generation-iv,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
460,abomasnow,Frost Tree Pokémon,grass,ice,white,generation-iv,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
461,weavile,Sharp Claw Pokémon,dark,ice,black,generation-iv,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,magnezone,Magnet Area Pokémon,electric,steel,gray,generation-iv,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,lickilicky,Licking Pokémon,normal,,pink,generation-iv,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.
464,rhyperior,Drill Pokémon,ground,rock,gray,generation-iv,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.
465,tangrowth,Vine Pokémon,grass,,blue,generation-iv,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.
466,electivire,Thunderbolt Pokémon,electric,,yellow,generation-iv,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
467,magmortar,Blast Pokémon,fire,,red,generation-iv,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters."
468,togekiss,Jubilee Pokémon,fairy,flying,white,generation-iv,It will never appear where there is strife. Its sightings have become rare recently.
469,yanmega,Ogre Darner Pokémon,bug,flying,green,generation-iv,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes."
470,leafeon,Verdant Pokémon,grass,,green,generation-iv,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,glaceon,Fresh Snow Pokémon,ice,,blue,generation-iv,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles."
472,gliscor,Fang Scorpion Pokémon,ground,flying,purple,generation-iv,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!"
473,mamoswine,Twin Tusk Pokémon,ice,ground,brown,generation-iv,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,porygon-z,Virtual Pokémon,normal,,red,generation-iv,"Additional software was installed to make it a better Pokémon. It began acting oddly, however."
475,gallade,Blade Pokémon,psychic,fighting,white,generation-iv,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,probopass,Compass Pokémon,rock,steel,gray,generation-iv,It exudes strong magnetism from all over. It controls three small units called Mini-Noses.
477,dusknoir,Gripper Pokémon,ghost,,black,generation-iv,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,froslass,Snow Land Pokémon,ice,ghost,white,generation-iv,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.
479,rotom,Plasma Pokémon,electric,ghost,red,generation-iv,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,uxie,Knowledge Pokémon,psychic,,yellow,generation-iv,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.
481,mesprit,Emotion Pokémon,psychic,,pink,generation-iv,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy."
482,azelf,Willpower Pokémon,psychic,,blue,generation-iv,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.
483,dialga,Temporal Pokémon,steel,dragon,white,generation-iv,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,palkia,Spatial Pokémon,water,dragon,purple,generation-iv,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,heatran,Lava Dome Pokémon,fire,steel,brown,generation-iv,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.
486,regigigas,Colossal Pokémon,normal,,white,generation-iv,There is an enduring legend that states this Pokémon towed continents with ropes.
487,giratina,Renegade Pokémon,,,black,generation-iv,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.
488,cresselia,Lunar Pokémon,psychic,,yellow,generation-iv,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.
489,phione,Sea Drifter Pokémon,water,,blue,generation-iv,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.
490,manaphy,Seafaring Pokémon,water,,blue,generation-iv,"Born on a cold seafloor, it will swim great distances to return to its birthplace."
491,darkrai,Pitch-Black Pokémon,dark,,black,generation-iv,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,shaymin,Gratitude Pokémon,,,green,generation-iv,It lives in flower patches and avoids detection by curling up to look like a flowering plant.
493,arceus,Alpha Pokémon,normal,,white,generation-iv,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms."
494,victini,Victory Pokémon,psychic,fire,yellow,generation-v,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter."
495,snivy,Grass Snake Pokémon,grass,,green,generation-v,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.
496,servine,Grass Snake Pokémon,grass,,green,generation-v,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip."
497,serperior,Regal Pokémon,grass,,green,generation-v,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,tepig,Fire Pig Pokémon,fire,,red,generation-v,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.
499,pignite,Fire Pig Pokémon,fire,fighting,red,generation-v,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,emboar,Mega Fire Pig Pokémon,fire,fighting,red,generation-v,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.
501,oshawott,Sea Otter Pokémon,water,,blue,generation-v,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,dewott,Discipline Pokémon,water,,blue,generation-v,Strict training is how it learns its flowing double-scalchop technique.
503,samurott,Formidable Pokémon,water,,blue,generation-v,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,patrat,Scout Pokémon,normal,,brown,generation-v,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others."
505,watchog,Lookout Pokémon,normal,,brown,generation-v,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,lillipup,Puppy Pokémon,normal,,brown,generation-v,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
507,herdier,Loyal Dog Pokémon,normal,,gray,generation-v,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
